도서명,보유권수,작가,목표장르,기존서가
그래도 다정한 사랑을 한다,보유,미상,성인,56
극락동맹,1~4권,미상,성인,56
브론즈,1~14권,미상,성인,56
비실비실 선생님,1~12권,미상,성인,56
라라라,1~4권,미상,일상/개그,56
믹스(Mix),1~15권,아다치 미쯔루,드라마/스포츠/SF,56
못난 부녀지간입니다만,1~4권,미상,로맨스/로판,56
여제 게이샤,1~4권,미상,성인,56
선생님,1~20권,미상,성인,56
유라기장의 유우나 씨,1~4권,미상,성인,56
결혼적령기,보유,미상,성인,56
넌 킹카 난?,보유,미상,성인,56
체리주스 4/,보유,미상,성인,56
마멀레이드 보이,1~8권,미상,성인,45
/ 마이 퓨어 레이디,1~8권,미상,성인,45
커피&바닐라,1~4권,타카라 아케가미,로맨스/로판,56
마이 달링 라이온,보유,미상,성인,56
미성년이지만 어린애는 아냐,1~5권,미상,성인,56
시원찮은 그녀를 위한 육성방법 사랑에 빠진 메트로놈,1~5권,미상,성인,56
문러버,보유,미상,성인,56
에로망가 선생,1~5권,미상,성인,56
오빠지만 사랑만 있으면 상관없잖아?,1~5권,미상,성인,56
워터하이스쿨,보유,미상,성인,56
걸리즘,1~6권,미상,성인,56
치사뽕,보유,미상,성인,56
마녀는 두 번 신음한다,1~6권,미상,일상/개그,56
황혼 유성군,보유,미상,성인,56
변녀,1~6권,미상,로맨스/로판,56
결혼 장사,1~5권,미상,성인,56
오렌지 플래닛 5 : ORANGE PLANET,보유,미상,성인,56
P와 여고생.,1~16권,마키 미요시,로맨스/로판,56
5시부터 9시까지.,1~13권,아이하라 미키,로맨스/로판,56
HAPPY MAKE UP,1~14권,미상,성인,45
/ 서클게임,1~22권,미상,성인,45
현자의 손자/ 이 멋진 세계에 축복을!,1~17권,미상,판타지/무협,62
리얼 어카운트,1~2권,시즈무 와타나베,판타지/무협,62
흔해빠진 직업으로 세계최강,1~12권,미상,판타지/무협,62
제로에서 시작하는 마법의 서,1~5권,코바시리 카케루,판타지/무협,62
던전에서 만남을 추구하면 안 되는 걸까,1~10권,미상,판타지/무협,62
던전에서 만남을 추구하면 안 되는 걸까 II,1~5권,미상,판타지/무협,62
주문배달의 왕자님,1~7권,미상,로맨스/로판,21
식극의 소마,1~36권,츠쿠다 유우토,드라마/스포츠/SF,21
다가시카시,1~8권,미상,일상/개그,21
미스보스,보유,미상,일상/개그,21
심심한 칠드런,1~8권,와카바야시 토시야,로맨스/로판,21
위드!!,보유,미상,로맨스/로판,21
미녀를 누가 말려,1~7권,미상,스릴러/추리/호러,22
너는 펫,1~14권,야요이 오가와,로맨스/로판,22
그녀는 아직 사랑을 모른다.,1~2권,미상,액션/모험,22
별이 내리는 마을,1~7권,미상,로맨스/로판,22
허쉬(Hush),1~7권,미상,로맨스/로판,22
이런 상사 때문에 곤란하다면 4/,보유,미상,로맨스/로판,22
쇼트 케이크 케이크,1~2권,미상,로맨스/로판,22
솔직하게 키스,1~8권,후미에 아쿠타,로맨스/로판,22
잘생겼으니 용서한다,1~2권,미상,액션/모험,22
허니(honey),1~8권,미상,로맨스/로판,22
절벽의 꽃이라면 떨어져라,1~2권,미상,로맨스/로판,22
오늘의 키라군,1~9권,미상,로맨스/로판,22
그의 온도,1~3권,미상,로맨스/로판,22
가짜커플,1~10권,미상,로맨스/로판,22
내사랑 왕재수,1~3권,미상,로맨스/로판,22
그에게까지 러브 KM,1~10권,미상,로맨스/로판,22
천사에게 물어봐,1~3권,미상,로맨스/로판,22
어릴 때부터 좋아했는데,1~11권,미상,로맨스/로판,22
친구친구,1~3권,미상,로맨스/로판,22
키스 허그,1~2권,미상,로맨스/로판,22
MARS,보유,미상,로맨스/로판,22
"쿠즈미군, 분위기 파악하나요?",1~3권,미상,로맨스/로판,22
벚꽃의 홍차왕자,1~13권,미상,로맨스/로판,22
피치걸R,1~3권,미상,로맨스/로판,22
옆자리 괴물군,1~13권,로비코,로맨스/로판,22
나는 친구가 적다,1~14권,미상,로맨스/로판,22
뜬금없지만 내일 결혼합니다,1~9권,미상,로맨스/로판,22
매지컬 파티셰 코사키,1~4권,미상,로맨스/로판,22
건방진 그 녀석,1~21권,미츠바치 미유키,로맨스/로판,22
러브하우스,1~24권,미상,드라마/스포츠/SF,22
호타루의 빛,1~15권,미상,로맨스/로판,22
하츠 하루,1~5권,미상,로맨스/로판,22
니세코이,1~25권,나오시 코미,로맨스/로판,22
나의 오리온,1~6권,미상,로맨스/로판,22
홍차왕자,1~25권,미상,로맨스/로판,22
별하늘의 까마귀,1~6권,미상,로맨스/로판,22
카구야 님은 고백 받고 싶어,1~28권,아카사카 아카,로맨스/로판,22
"사랑하고 사랑받고, 차고 차이고",1~6권,이오 사키사카,로맨스/로판,22
뇌쇄 rock소년,보유,미상,로맨스/로판,22
언젠가 티파니에서 아침을,1~6권,미상,로맨스/로판,22
비너스 기상곡,보유,미상,로맨스/로판,22
M구역의 주민.,1~4권,미상,로맨스/로판,22
사과와 벌꿀,1~22권,미상,로맨스/로판,22
4월은 너의 거짓말.,1~11권,미상,로맨스/로판,22
귀엽기만 한게 아닌 시키모리양,1~20권,미상,로맨스/로판,22
세계의 가장자리와 살구잼,1~6권,미상,로맨스/로판,23
넌 내꺼,1~2권,미상,로맨스/로판,23
스마일로 가자,1~2권,미상,로맨스/로판,23
딸기채널,1~7권,미상,로맨스/로판,23
애니멀채널,1~2권,미상,로맨스/로판,23
에스 플러스,1~2권,미상,로맨스/로판,23
클로버 트레플,1~7권,토리코 치야,로맨스/로판,23
연애파파라치,1~2권,미상,로맨스/로판,23
봄을 기다리는 우리들,1~9권,미상,로맨스/로판,23
나는야 밤비걸,1~3권,미상,로맨스/로판,23
러브 팬텀,1~10권,미상,로맨스/로판,23
스즈에 미우치 단편,1~3권,미상,로맨스/로판,23
슈가 솔저,1~10권,미상,로맨스/로판,23
식신남,1~3권,미상,로맨스/로판,23
허니와 클로버,1~10권,우미노 치카,로맨스/로판,23
거짓말쟁이 보이프렌드,1~4권,미상,로맨스/로판,23
결벽남자! 아오야마군,1~11권,미상,판타지/무협,23
너는 귀여운 여자아이,1~4권,미상,로맨스/로판,23
내가 인기 있어서 어쩌자는 거야,1~11권,준코,로맨스/로판,23
사랑으로 모여라,1~4권,미상,로맨스/로판,23
연애니 사랑이니,1~11권,미상,로맨스/로판,23
오하기가 최고야,1~4권,미상,로맨스/로판,23
에덴의 꽃,1~12권,미상,로맨스/로판,23
타나카 군은 항상 나른해,1~12권,미상,액션/모험,23
퍼펙트 월드,1~12권,미상,로맨스/로판,23
러브 스파크,1~5권,미상,로맨스/로판,23
천생연분,1~17권,미상,로맨스/로판,23
러비 더비,1~5권,미상,로맨스/로판,23
피치 걸,1~18권,미상,로맨스/로판,23
쿠로사키 말 따위 안 들을 거야,1~19권,미상,로맨스/로판,23
미사일 해피,1~5권,우라사와 나오키,드라마/스포츠/SF,23
카게노도 청춘이고 싶다,1~5권,미상,로맨스/로판,23
고교데뷔,보유,미상,로맨스/로판,23
너에게 꽃다발을,보유,미상,로맨스/로판,23
수호천사와 LOVE LOVE,보유,미상,로맨스/로판,23
귀여운 사람,1~6권,미상,일상/개그,23
치카치카붐,보유,미상,로맨스/로판,23
행복카페 3번가,보유,미상,로맨스/로판,23
"4월의 너, 스피카",1~10권,스기야마 미와코,로맨스/로판,23
MISS,1~2권,미상,로맨스/로판,23
너무 멋져도 피곤해,1~2권,미상,로맨스/로판,24
"오전 0시, 키스하러 와줘",1~6권,미상,로맨스/로판,24
미드나잇 KISS,1~2권,미상,로맨스/로판,24
그와 난 친구사이,1~7권,미상,로맨스/로판,24
0.5인분의 연인,1~2권,미상,코믹스/그래픽노블,33
반에서 두 번째로 귀여운 여자애와 친구가 되었다,1~3권,미상,코믹스/그래픽노블,33
보이시한 여자친구가 너무 귀여워,1~4권,미상,코믹스/그래픽노블,33
망각 배터리,1~16권,미상,드라마/스포츠/SF,32
야무진 고양이는 오늘도 우울,1~11권,미상,일상/개그,32
양선배는 혼자서 살아갈 수 없어,1~1권,미상,코믹스/그래픽노블,32
마법소녀를 동경해서,1~3권,미상,성인,56
H(에이치),1~6권,미상,성인,56
묘쌤은 이렇게 말했다,1~5권,미상,성인,56
히나마츠리,1~19권,미상,판타지/무협,33
생존게임,1~10권,미상,로맨스/로판,33
생존게임 another story,보유,미상,코믹스/그래픽노블,33
물 위의 우리,1~7권,웹툰 작가,웹툰,27
불가항력의 I LOVE YOU,1~8권,미상,로맨스/로판,33
아름다운 초저녁달,1~8권,미카 야마모리,로맨스/로판,32
야마다 군과 LV 999의 사랑을 하다,1~8권,미상,로맨스/로판,32
나와 로보코,1~18권,미상,로맨스/로판,32
푸른 상자,1~16권,코우지 미우라,로맨스/로판,32
극주부도,1~14권,코우즈케 오오노,일상/개그,32
철야의 노래,1~20권,미상,판타지/무협,65
SOLO LEVELING,1~11권,미상,일반도서/소설,3
"I'm Sakamoto, you know",보유,미상,일반도서/소설,3
YOUR NAME 2 (너의 이름은 ),보유,미상,일반도서/소설,3
HELLBOY,1~5권,미상,일반도서/소설,3
Pluto,1~3권,미상,일반도서/소설,3
피의 흔적,1~17권,미상,판타지/무협,31
악의 꽃,1~11권,미상,판타지/무협,31
무능한 나나,1~12권,Looseboy,판타지/무협,31
종말의 발키리,1~19권,미상,액션/모험,31
재혼황후,1~10권,알파타르트/숨풀,웹툰,31
섀도하우스,1~16권,미상,코믹스/그래픽노블,31
죽을 때는 눈부시게,1~5권,미상,로맨스/로판,31
부부 이상 연인 미만,1~11권,미상,로맨스/로판,31
케이온!,1~4권,미상,일상/개그,32
케이온! shuffle,1~3권,미상,코믹스/그래픽노블,32
타코피의 원죄 하,보유,미상,코믹스/그래픽노블,32
향기로운 꽃은 늠름하게 핀다,1~21권,미상,로맨스/로판,33
쿠로이와 메디카에게 내 귀여움이 통하지 않아,1~16권,미상,코믹스/그래픽노블,33
봇치 더 록 !,1~6권,아키 하마지,드라마/스포츠/SF,16
봇치 더 록 ! 엔솔러지 코믹,1~4권,미상,드라마/스포츠/SF,16
봇치 더 록! 히로이 키쿠리의 과음일기,1~6권,미상,드라마/스포츠/SF,16
라이 라이 라이,1~4권,미상,코믹스/그래픽노블,33
가라오케 가자!,보유,와야마 야마,일상/개그,33
찍히지 않습니다,1~5권,미상,일상/개그,33
한밤중 하트튠,1~9권,마사쿠니 이가라시,로맨스/로판,32
루리드래곤,1~5권,미상,코믹스/그래픽노블,32
야마다의 학급일지,1~3권,미상,코믹스/그래픽노블,32
너와 장밋빛 매일,1~2권,미상,코믹스/그래픽노블,32
방공호,1~10권,미상,액션/모험,46
Garfield,보유,미상,일반도서/소설,3
Lunch Lady,1~10권,미상,일반도서/소설,3
Kung pow chicken,1~5권,미상,일반도서/소설,3
Pokemon,보유,미상,일반도서/소설,3
Ricky ricotta's mighty robot vs the voodoo vultures from venus,보유,미상,일반도서/소설,3
Teen tians go! heroes on patrol!,보유,미상,일반도서/소설,3
Atomic betty supreme overlord penelope,보유,미상,일반도서/소설,3
Cardcaptors,보유,미상,일반도서/소설,3
The baby sisters club the truth about stacey,보유,미상,일반도서/소설,3
Roller girl,보유,미상,일반도서/소설,3
Creepy creatures,보유,미상,일반도서/소설,3
Spartacus,보유,미상,일반도서/소설,3
Starwars,보유,미상,일반도서/소설,3
The black pearl,보유,미상,일반도서/소설,3
War horse,보유,미상,일반도서/소설,3
The black stallion returns,보유,미상,일반도서/소설,3
The black stallion and flame,보유,미상,일반도서/소설,3
The golden compass,보유,미상,일반도서/소설,3
Ghost woman lawrence thornton,보유,미상,일반도서/소설,3
Pippi longstocking,보유,미상,일반도서/소설,3
magical story,보유,미상,일반도서/소설,3
Peterpen,보유,미상,일반도서/소설,3
The year of biily miller,보유,미상,일반도서/소설,3
Harry Potter,보유,미상,일반도서/소설,3
Trans Formers,보유,미상,일반도서/소설,3
Smile,보유,미상,일반도서/소설,3
Ghosts,보유,미상,일반도서/소설,3
Sisters,보유,미상,일반도서/소설,3
Drama,보유,미상,일반도서/소설,3
The baby sitters club,보유,미상,일반도서/소설,3
Mavel studios character encyclopedia,보유,미상,일반도서/소설,3
World of reading,보유,미상,일반도서/소설,3
Marvel heros super origins,보유,미상,일반도서/소설,3
Spiderman into the spiderverse,보유,미상,일반도서/소설,3
Falcon,보유,미상,일반도서/소설,3
Avengers,보유,미상,일반도서/소설,3
Captain america,보유,미상,일반도서/소설,3
Spider-Man,보유,미상,일반도서/소설,3
Guardians of the galaxy,보유,미상,일반도서/소설,3
Ant-man,보유,미상,일반도서/소설,3
Black panther,보유,미상,일반도서/소설,3
Star-lord,보유,미상,일반도서/소설,3
iaonman,보유,미상,일반도서/소설,3
Doctor strange,보유,미상,일반도서/소설,3
Hulk,보유,미상,일반도서/소설,3
Thor,보유,미상,일반도서/소설,3
Waterlogged,보유,미상,일반도서/소설,3
Dog's camping Adventure,보유,미상,일반도서/소설,3
Boppin' with the bug band,보유,미상,일반도서/소설,3
PI-PI-Plane,보유,미상,일반도서/소설,3
Castles in the Sea,보유,미상,일반도서/소설,3
The race to Mystery Island,보유,미상,일반도서/소설,3
Sung as a Bug,보유,미상,일반도서/소설,3
Princess Sheep,보유,미상,일반도서/소설,3
"Pies,Pies,Pies!",보유,미상,일반도서/소설,3
Sheep's Halloween Costume,보유,미상,일반도서/소설,3
Playing Spies,보유,미상,일반도서/소설,3
Rebots to the Rescue!,보유,미상,일반도서/소설,3
Rocket to the Moon,보유,미상,일반도서/소설,3
"Happy Birthday,Dog!",보유,미상,일반도서/소설,3
Get your Coat,보유,미상,일반도서/소설,3
The Rainbow Birthday Cake,보유,미상,일반도서/소설,3
3월의 벽력,1~1권,미상,코믹스/그래픽노블,31
포켓몬 생태도감,보유,미상,코믹스/그래픽노블,31
오가미 츠미키와 기일상,1~8권,미상,코믹스/그래픽노블,31
아메리카노 엑소더스,1~11권,박지은,웹툰,36
원펀맨(One Punch Man),1~35권,미상,액션/모험,47
황천의 츠가이,1~12권,아라카와 히로무,판타지/무협,62
킬블루,1~10권,미상,일상/개그,32
Demon Slayer,1~23권,미상,일반도서/소설,1
Demon Slayer Kimetsu Academy,1~2권,미상,일반도서/소설,1
전생했더니 슬라임이었던 건에 대하여 ~마물의 나라를 즐기는 방법,1~8권,미상,판타지/무협,60
전생했더니 슬라임이었던 건에 대하여,1~28권,미상,판타지/무협,60
아따맘마 베스트,1~10권,미상,코믹스/그래픽노블,68
아따맘마 SUPER,1~3권,미상,코믹스/그래픽노블,68
담배 고양이,1~6권,미상,일상/개그,30
하나노이 군과 상사병,1~18권,미상,로맨스/로판,28
블루 아카이브 코믹 앤솔로지,1~5권,미상,코믹스/그래픽노블,31
요괴 야화담,1~12권,미상,판타지/무협,62
마남 이치,1~6권,미상,판타지/무협,62
아멜리아의 호기심 많은 로맨스,1~3권,미상,코믹스/그래픽노블,32
마이네리베,1~4권,미상,로맨스/로판,25
내 이야기,1~13권,미상,판타지/무협,25
메리의 양,1~5권,미상,로맨스/로판,25
아오하라이드,1~13권,사키사카 이오,로맨스/로판,25
미녀는 야수,1~5권,미상,로맨스/로판,25
연영천사,1~15권,미상,로맨스/로판,25
오토 포커스,1~5권,록뽄기 아야,로맨스/로판,25
기숙학교의 줄리엣,1~16권,미상,로맨스/로판,25
이치고와 안즈,1~5권,미상,로맨스/로판,25
두근두근 프레이즈,1~17권,미상,로맨스/로판,25
마치다 군의 세계,1~6권,미상,로맨스/로판,25
타카네와 하나,1~18권,미상,스릴러/추리/호러,25
미녀는 못말려,1~6권,스즈키 유미코,로맨스/로판,25
파르페틱,1~22권,미상,로맨스/로판,25
예뻐지고 싶어,1~6권,미상,로맨스/로판,25
엽기인 Girl 스나코,1~32권,미상,로맨스/로판,25
아리사,1~7권,미상,로맨스/로판,25
저스트 고고,1~32권,미상,로맨스/로판,25
첫사랑 몬스터,1~8권,미상,로맨스/로판,25
꽃의 노래,보유,미상,로맨스/로판,25
캣 스트릿,1~8권,미상,로맨스/로판,25
어쩔 수 없잖아!,보유,미상,로맨스/로판,25
푸른 여름,1~8권,미상,로맨스/로판,25
요조숙녀가 될거야,보유,미상,로맨스/로판,25
손끝에서 로맨스,1~9권,미상,로맨스/로판,25
후쿠야당 딸들,1~11권,유치 야요미,로맨스/로판,25
BOYS BE..러브 코퍼레이션,1~6권,미상,로맨스/로판,25
BXB 브라더스,1~10권,미상,로맨스/로판,25
chuchuchu,보유,미상,로맨스/로판,25
GO! 히로미 GO!,1~8권,미상,로맨스/로판,25
easy,보유,미상,로맨스/로판,25
MAX 러브리,1~5권,미상,로맨스/로판,25
w네임,1~6권,타카하시 유키,로맨스/로판,25
내일의 왕님,1~10권,미상,로맨스/로판,25
러버스 키스,1~2권,미상,로맨스/로판,25
너하고라면 사랑을 해봐도,1~5권,미상,로맨스/로판,25
고양이,보유,웹툰 작가,웹툰,28
김 비서가 왜 그럴까,1~5권,김명미,웹툰,28
나빌레라,1~5권,HUN,웹툰,28
냐한 남자,1~5권,웹툰 작가,웹툰,28
남자친구를 조심해,보유,이네,웹툰,28
대학일기,1~5권,자까,웹툰,26
독립일기,1~5권,자까,웹툰,26
롱 리브 더 킹 시즌1,1~5권,버드나무숲,웹툰,26
과격자매단,1~2권,웹툰 작가,웹툰,28
갓 오브 하이스쿨,1~3권,박용제,웹툰,28
내 ID는 강남미인,1~2권,기맹기,웹툰,28
단지,1~2권,웹툰 작가,웹툰,26
방과 후 전쟁활동,1~5권,하일권,웹툰,26
동네 변호사 조들호,1~6권,해츨링,웹툰,26
미쓰리즘,1~2권,웹툰 작가,웹툰,26
브릿지,1~5권,강풀,웹툰,26
미라클! 용사님,1~5권,웹툰 작가,웹툰,26
발자국이 녹기 전에,1~2권,웹툰 작가,웹툰,26
블러드 레인,1~5권,민,액션/모험,26
뿔뿔뿔뿔,1~2권,웹툰 작가,웹툰,26
바보,보유,강풀,웹툰,26
순정만화,1~2권,강풀,웹툰,27
아만자,1~5권,웹툰 작가,웹툰,27
신의 탑,1~19권,SIU,웹툰,27
신과 함께: 이승편,1~2권,주호민,웹툰,27
우리사이느은,1~5권,이연지,웹툰,27
싸우자 귀신아,1~2권,웹툰 작가,웹툰,27
여중생A,1~5권,허5파6,웹툰,27
아임 펫!,1~2권,웹툰 작가,웹툰,27
우리집에 왜 왔니,1~5권,웹툰 작가,웹툰,27
양말도깨비 시즌 2,1~2권,웹툰 작가,웹툰,27
양말도깨비 시즌1,1~2권,웹툰 작가,웹툰,27
양말 도깨비 시즌,1~3권,웹툰 작가,웹툰,27
유럽에서 100일,1~5권,웹툰 작가,웹툰,27
청춘 블라썸,1~6권,웹툰 작가,웹툰,28
헬퍼,1~18권,웹툰 작가,웹툰,28
스튜디오 짭쪼롬,1~4권,웹툰 작가,웹툰,27
뷰티풀 군바리,1~10권,설이,웹툰,27
아는 사람 이야기,1~4권,웹툰 작가,웹툰,27
이끼,1~4권,윤태호,웹툰,27
연의 편지,보유,웹툰 작가,웹툰,27
언럭키 맨션,1~4권,웹툰 작가,웹툰,27
선천적 얼간이들 4/,보유,웹툰 작가,웹툰,27
낢이 사는 이야기,보유,웹툰 작가,웹툰,29
니쿠 이야기,보유,웹툰 작가,웹툰,29
가비지타임,1~20권,미상,일상/개그,29
우리집에 곰이 이사왔다,1~4권,웹툰 작가,웹툰,27
여자만화 구두 4/,보유,웹툰 작가,웹툰,27
마흔이 되어버렸는걸,보유,웹툰 작가,웹툰,26
며느라기,보유,웹툰 작가,웹툰,26
일진의 크기,1~4권,윤필,웹툰,27
시노다 과장의 삼시세끼,보유,웹툰 작가,웹툰,27
총수,1~4권,웹툰 작가,웹툰,28
통,1~4권,민,액션/모험,28
탐묘인간,1~4권,웹툰 작가,웹툰,28
토끼와 흑표범의 공생관계/,보유,웹툰 작가,웹툰,28
"엄마, 오늘부터 일하러 갑니다!",보유,웹툰 작가,웹툰,27
여학교의 별,1~4권,아야마 야마,일상/개그,27
패밀리 사이즈(Family Size),1~4권,웹툰 작가,웹툰,28
허니블러드,1~4권,이나래,웹툰,28
효도할 수 있을까?,보유,웹툰 작가,웹툰,28
계룡 선녀전,1~5권,돌배,웹툰,28
나의 빛나는 세계,보유,웹툰 작가,웹툰,28
남편을 내 편으로 만드는 방법,보유,웹툰 작가,웹툰,28
당신의 이해를 돕기 위하여,보유,웹툰 작가,웹툰,26
지금 우리 학교는,1~5권,주동근,웹툰,28
악당의 아빠를 꼬셔라,1~13권,웹툰 작가,웹툰,27
악역의 엔딩은 죽음뿐,1~7권,웹툰 작가,웹툰,27
황제의 아이를 숨기는 방법/ 하루만 네가 되고싶어,1~6권,웹툰 작가,웹툰,28
레이디 투 퀸,1~3권,웹툰 작가,웹툰,26
도굴왕,1~8권,웹툰 작가,웹툰,26
극락왕생,1~8권,웹툰 작가,웹툰,28
남과 여,1~7권,시니/혀노,웹툰,28
/ 그녀가 공작저로 가야 했던 사정,1~9권,고래/밀차,웹툰,28
이번 생은 가주가 되겠습니다 1부,1~4권,웹툰 작가,웹툰,27
이번 생은 가주가 되겠습니다 2부,1~3권,웹툰 작가,웹툰,27
내가 죽기로 결심한 것은,1~4권,웹툰 작가,웹툰,28
나의 마녀,1~4권,해윤,웹툰,28
인소의 법칙,1~7권,아현,웹툰,27
앵무살수,1~5권,웹툰 작가,웹툰,27
똑 닮은 딸,1~4권,웹툰 작가,웹툰,26
악녀가 사랑할 때,1~5권,서귀조/대치동건물주,웹툰,27
어느 날 공주가 되어버렸다,1~9권,"스푼, 플루토스",웹툰,27
마루는 강쥐,1~6권,웹툰 작가,웹툰,26
버림받은 황비,1~9권,정유나/인아,웹툰,26
라이프 소 해피: 러브 소 라이프,1~2권,우라사와 나오키,드라마/스포츠/SF,30
바닷마을 다이어리,1~8권,미상,드라마/스포츠/SF,30
일상,1~9권,미상,로맨스/로판,36
"매일, 휴일",1~8권,미상,로맨스/로판,36
스파이 패밀리,1~17권,타츠야 엔도,일상/개그,30
소드 오라토리아,1~3권,미상,드라마/스포츠/SF,30
아즈망가 대왕,1~3권,아즈마 키요히코,일상/개그,30
건어물 여동생! 우마루짱,1~12권,산카쿠헤드,로맨스/로판,30
요츠바랑,1~16권,아즈마 키요히코,일상/개그,36
헤이세이 폴리스맨!!,1~7권,이나바 미노루,일상/개그,36
별 셋 컬러즈,1~4권,미상,로맨스/로판,30
러브 소 라이프.(love so life),1~17권,미상,드라마/스포츠/SF,30
학원 베이비시터즈,1~23권,미상,로맨스/로판,30
니체선생,1~6권,미상,드라마/스포츠/SF,30
모두! 초능력자야!,보유,미상,드라마/스포츠/SF,30
아기와 나,1~6권,미상,일상/개그,36
유치원 WARS,1~16권,미상,일상/개그,36
화이트 노트 패드,1~2권,미상,드라마/스포츠/SF,30
히토리 봇치의 00생활,1~2권,미상,드라마/스포츠/SF,30
옆자리 세키군,1~10권,미상,드라마/스포츠/SF,30
슈퍼 뒤에서 담배를 피우는 두 사람,1~7권,미상,드라마/스포츠/SF,30
그녀가 되는 날 Another,1~4권,미상,드라마/스포츠/SF,30
보쿠걸,1~11권,미상,드라마/스포츠/SF,30
그녀가 되는 날,1~4권,미상,드라마/스포츠/SF,30
라이프,1~20권,미상,로맨스/로판,30
맨즈 라이프,1~4권,미상,액션/모험,30
사카모토입니다만,1~4권,사노 나미,코믹스/그래픽노블,30
치하야후루,1~37권,유키 스에츠구,스릴러/추리/호러,30
"사쿠라, 사쿠",1~9권,사키사카 이오,로맨스/로판,30
학교생활!,1~12권,미상,스릴러/추리/호러,19
화산귀환,1~7권,비가,웹툰,28
황제의 외동딸,1~11권,윤슬,웹툰,28
화이트 블러드,1~8권,임리나,웹툰,28
"꿈의 물방울, 황금의 새장.",1~14권,미상,로맨스/로판,31
모모 환생 전기,1~16권,미상,코믹스/그래픽노블,31
빨강머리 백설공주,1~27권,아키즈키 소라타,로맨스/로판,31
리코리스 리코일,1~1권,미상,코믹스/그래픽노블,31
오란고교 호스트부,1~18권,미상,로맨스/로판,58
