도서명,보유권수,작가,목표장르,기존서가
달콤달콤&짜릿짜릿,1~7권,미상,로맨스/로판,43
스위트 미션,1~12권,미상,로맨스/로판,43
라이프,1~20권,미상,로맨스/로판,43
장미양의 키스,1~9권,미상,로맨스/로판,43
오란고교 호스트부,1~18권,미상,로맨스/로판,43
사랑으로 모여라,1~4권,미상,로맨스/로판,43
월야오초지,1~6권,미상,로맨스/로판,43
러브 x 텍스트,보유,미상,로맨스/로판,43
파란하늘 팝,1~5권,미상,로맨스/로판,43
네 곁의 나,1~10권,미상,로맨스/로판,43
넌 내꺼!,1~2권,미상,로맨스/로판,43
전국시대 꽃남의 난,1~5권,미상,로맨스/로판,43
이런 미래는 들은 적 없어,1~7권,미상,로맨스/로판,43
암건사,1~3권,미상,로맨스/로판,43
너는 귀여운 여자아이,1~13권,미상,로맨스/로판,43
커피&바닐라,1~18권,타카라 아케가미,로맨스/로판,43
도쿄 판다,1~2권,미상,로맨스/로판,43
하렘 로지,1~2권,미상,로맨스/로판,43
허니,1~8권,마치코 사쿠라이,로맨스/로판,43
쿠로사키 말 따위 안들을거야,1~19권,미상,로맨스/로판,43
어차피 사랑하고 만다,1~5권,미상,로맨스/로판,43
천춘 신데렐라,1~4권,미상,로맨스/로판,43
빨리 하고 싶은 두 사람,1~9권,미상,로맨스/로판,43
래트맨,1~10권,미상,로맨스/로판,43
블랙 박스,1~6권,미상,로맨스/로판,43
하늘은 붉은 강가,1~28권,미상,로맨스/로판,43
트리니티 블러드,1~14권,미상,로맨스/로판,43
총리 딸은 괴로워,1~5권,미상,로맨스/로판,43
사랑하는 대장님,1~5권,미상,로맨스/로판,43
코바토,1~4권,미상,로맨스/로판,43
샤우트,1~2권,미상,로맨스/로판,43
달에게 키스 꽃다발을,1~3권,미상,로맨스/로판,43
명탐정 코난,1~108권,아오야마 고쇼,스릴러/추리/호러,44
명탐정 코난 특별편,1~43권,아오야마 고쇼,스릴러/추리/호러,44
명탐정 코난 극장판 시리즈,보유,아오야마 고쇼,스릴러/추리/호러,44
코난 제로의 일상,1~6권,미상,스릴러/추리/호러,44
코난 경찰학교 편,1~2권,미상,스릴러/추리/호러,44
코난 범인 한자와씨,1~8권,미상,스릴러/추리/호러,44
허구추리,1~21권,미상,스릴러/추리/호러,44
과거의 당신을 유괴했습니다,1~4권,미상,스릴러/추리/호러,44
미스터리라 하지 말지어다,1~11권,미상,스릴러/추리/호러,44
소년탐정 김전일 시즌 2,1~32권,"기바야시 신, 사토 후미야",스릴러/추리/호러,44
김전일 37세의 사건부,1~13권,"기바야시 신, 사토 후미야",스릴러/추리/호러,44
소년탐정 김전일 30,1~4권,미상,스릴러/추리/호러,44
소년탐정 김전일 애장판,1~26권,미상,스릴러/추리/호러,44
시바토라,1~15권,미상,스릴러/추리/호러,44
Q.E.D,1~27권,미상,스릴러/추리/호러,44
메모리아노이즈의 유전현상,1~3권,미상,스릴러/추리/호러,44
원한해결사무소,1~20권,미상,스릴러/추리/호러,44
열혈강호,1~95권,전극진,액션/모험,45
북두의 권,1~22권,미상,액션/모험,45
짱,1~74권,미상,액션/모험,45
난비란외,1~2권,미상,액션/모험,45
갱킹,1~27권,미상,액션/모험,45
탈옥닥터 엔마,1~2권,미상,액션/모험,45
바람처럼,1~3권,미상,액션/모험,45
파계검사,1~3권,미상,액션/모험,45
주식회사 천재 패밀리,1~6권,미상,액션/모험,45
사이코메트리 에지,1~11권,안도 유지,스릴러/추리/호러,45
왕패입국편 용랑전,1~11권,미상,액션/모험,45
상남 2인조,1~25권,미상,액션/모험,45
결계사,1~35권,미상,액션/모험,45
충사,1~10권,우루시바라 유키,판타지/무협,45
용비불패,1~23권,미상,액션/모험,45
용비불패 외전,1~12권,미상,액션/모험,45
고고한 사람,1~17권,미상,판타지/무협,46
전설의 용자의 전설,1~9권,미상,판타지/무협,46
플루토,보유,우라사와 나오키,드라마/스포츠/SF,46
빈란드 사가,1~27권,미상,판타지/무협,46
트레이스,1~5권,미상,판타지/무협,46
권노사투전 세스타스,1~11권,미상,판타지/무협,46
열정 c max,1~7권,미상,판타지/무협,46
3*3 아이즈,1~8권,미상,판타지/무협,46
모브코의 사랑,1~18권,미상,판타지/무협,46
아티스트 아크로,1~9권,미상,판타지/무협,46
엠마,1~10권,미상,판타지/무협,46
천지창조 디자인부,1~7권,헤비 조우/츠타 스즈키,판타지/무협,46
몽인워크,1~6권,미상,판타지/무협,46
체리 신드롬,1~6권,미상,판타지/무협,46
판도라 하츠,1~24권,미상,판타지/무협,46
HOOK,1~3권,미상,판타지/무협,46
완전무결하게 사로잡히다,1~6권,미상,판타지/무협,46
신부이야기,1~14권,미상,판타지/무협,46
주작의 활,1~12권,미상,판타지/무협,46
오치쿠보,1~6권,미상,판타지/무협,46
아케비의 세일러복,1~13권,미상,판타지/무협,46
너는 방과 후 인섬니아,1~14권,미상,판타지/무협,46
반항하지마,1~25권,미상,판타지/무협,46
사랑 소리,1~5권,미상,판타지/무협,46
내 이야기!!,1~13권,미상,판타지/무협,46
애프터 갓,1~6권,미상,판타지/무협,46
흑철의 발할리인,1~6권,미상,판타지/무협,46
은수저,1~15권,미상,판타지/무협,46
사랑이 있는 생환,보유,미상,판타지/무협,46
이 세상의 한구석에,1~3권,미상,판타지/무협,46
피코피코 슈퍼,보유,미상,판타지/무협,46
빵빵녀와 절벽녀,1~13권,미상,판타지/무협,46
사랑스런 니나,1~4권,미상,판타지/무협,46
채널고정,1~6권,미상,판타지/무협,46
타락 천사,1~15권,미상,판타지/무협,46
나만의 공주님,1~10권,미상,판타지/무협,46
하나님 연애하다,1~5권,미상,판타지/무협,46
피아노의 숲,1~26권,미상,판타지/무협,46
임금님의 사건 수첩,1~4권,미상,로맨스/로판,47
슈거리스,1~3권,미상,로맨스/로판,47
분명 이건 사랑이니까 필요없어,1~3권,미상,로맨스/로판,47
미녀는 야수,1~5권,미상,로맨스/로판,47
첫사랑 한정,1~4권,미상,로맨스/로판,47
호텔 퀸시,1~21권,미상,로맨스/로판,47
강각의 레기오스,1~8권,미상,로맨스/로판,47
강각의 레기오스 페리의 노래,1~2권,미상,로맨스/로판,47
아마가미 씨네 인연 맺기,1~8권,미상,로맨스/로판,47
우리가 사랑을 외칠 때,1~3권,미상,로맨스/로판,47
덜렁이 양 검증 중,1~7권,미상,로맨스/로판,47
타블로 게이트,1~7권,미상,로맨스/로판,47
스쿨 럼블,1~22권,미상,로맨스/로판,47
우에키의 법칙 플러스,1~5권,미상,로맨스/로판,47
배틀 짱,1~12권,미상,로맨스/로판,47
우에키의 법칙,1~16권,미상,로맨스/로판,47
공의 경계,1~11권,미상,로맨스/로판,47
사신에 씐 아마미야 씨,1~3권,미상,로맨스/로판,47
순애 라비린스,1~7권,미상,로맨스/로판,47
악마로소이다,1~11권,타카나시 미츠바,로맨스/로판,47
이웃집 다카시,1~8권,미상,로맨스/로판,47
유유백서,1~19권,미상,로맨스/로판,47
환상게임,1~12권,미상,로맨스/로판,47
환상게임 완전판,1~3권,미상,로맨스/로판,47
크로우즈,1~25권,미상,로맨스/로판,47
히비키,1~8권,미상,로맨스/로판,47
로스트 프린세스,1~2권,미상,로맨스/로판,47
불사,1~2권,미상,로맨스/로판,47
어떻게 좀 안될까요?,1~15권,미상,로맨스/로판,47
이빨의 행상인,1~3권,미상,로맨스/로판,47
굿모닝 키스,1~8권,미상,로맨스/로판,47
오늘부터 우리는!!,1~19권,히로유키 니시모리,액션/모험,47
저 능력은 평균치로 해달라고 말했잖아요!,1~3권,미상,로맨스/로판,47
키스보다도 빨리,1~12권,미상,로맨스/로판,47
장난스런 키스,1~14권,카오루 타다,로맨스/로판,47
한송이 꽃,1~4권,미상,로맨스/로판,47
돌아가는 펭귄 드럼,1~5권,미상,로맨스/로판,47
단다라 밥상,1~5권,미상,로맨스/로판,47
울랄라 며느리,1~20권,미상,로맨스/로판,47
제도첫사랑심중,1~5권,미상,로맨스/로판,47
도쿄 후회망상 아가씨,1~2권,히가시라무라 아키코,로맨스/로판,47
열정 자이언트,1~2권,미상,로맨스/로판,47
플라타너스의 열매,1~6권,미상,로맨스/로판,47
극채의 집,1~4권,미상,로맨스/로판,47
떨어지면 끝장,1~6권,미상,로맨스/로판,47
아오바군에게 듣고싶은 말,1~5권,미상,로맨스/로판,47
프바키야마의 종이 울린다,1~3권,이타가키 케이스케,액션/모험,47
오메가 트라이브 킹덤,1~11권,하라 야스히사,판타지/무협,47
워스트,1~33권,미상,로맨스/로판,47
근거리 연애,1~10권,미상,로맨스/로판,48
친구친구,1~3권,미상,로맨스/로판,48
꿈을 먹는 메리,1~15권,미상,로맨스/로판,48
200M 너머의 온도,1~14권,미상,로맨스/로판,48
병아리 왈츠,1~9권,사토나카 미카,로맨스/로판,48
하늘의 용과 딸의 벚꽃,1~3권,미상,로맨스/로판,48
자아 비밀을 시작해볼까,1~6권,미상,로맨스/로판,48
핑크 이노센트,1~3권,미상,로맨스/로판,48
모두 내게 줘,1~2권,미상,로맨스/로판,48
안경 왕자,1~4권,미상,로맨스/로판,48
아이들의 시간,1~6권,미상,로맨스/로판,48
완전 멋진 달링,1~3권,미상,로맨스/로판,48
초 완전 멋진 달링,1~2권,미상,로맨스/로판,48
애지중지,1~8권,요시하라 유키,로맨스/로판,48
홍차왕자,1~25권,미상,로맨스/로판,48
타케루,1~2권,미상,로맨스/로판,48
하나다,1~2권,미상,로맨스/로판,48
등의 눈,1~3권,미상,로맨스/로판,48
야수 사원 츠키시마,1~2권,미상,로맨스/로판,48
오즈,1~6권,미상,로맨스/로판,48
사랑같은 게 아니라,1~5권,미상,로맨스/로판,48
소녀의 장난감,1~3권,미상,로맨스/로판,48
6월의 러브레터,1~3권,미상,로맨스/로판,48
니지 응석 부려도 돼,1~7권,미상,로맨스/로판,48
성우가 되자,1~12권,미상,로맨스/로판,48
집사님 마음대로,1~21권,미상,로맨스/로판,48
집사님 마음대로 외전,보유,미상,로맨스/로판,48
선상의 개,1~3권,미상,로맨스/로판,48
히토쿠이,1~6권,미상,로맨스/로판,48
천하일미 돈부리,1~8권,미상,로맨스/로판,48
이노센트,1~12권,미상,로맨스/로판,48
이노센트 W,1~3권,미상,로맨스/로판,48
다윈즈 게임,1~3권,미상,로맨스/로판,48
맛의 달인,1~5권,미상,로맨스/로판,48
요즈야 선배의 괴담,1~3권,미상,로맨스/로판,48
어쌔신 & 신데렐라,보유,미상,로맨스/로판,48
데스 스위퍼,1~5권,미상,로맨스/로판,48
오토멘,1~17권,미상,로맨스/로판,48
공주님과 세마리 야수,1~4권,미상,로맨스/로판,48
쿠보양은 나를 내버려 두지 않아,1~12권,미상,로맨스/로판,48
월간순정 노자키 군,1~17권,이즈미 츠바키,웹툰,48
월간 순정 노자키군 엔솔로지,보유,츠바키 이즈미,일상/개그,48
키메라,1~16권,미상,로맨스/로판,48
우리는 알게 되었다,1~14권,미상,로맨스/로판,48
월요일의 연인,1~2권,미상,로맨스/로판,48
셀프,1~4권,미상,로맨스/로판,48
소곤소곤,1~6권,미상,로맨스/로판,48
라이어 x 라이어,1~10권,미상,로맨스/로판,48
좋아해도 될까요?,1~4권,미상,로맨스/로판,48
각시는 귀공녀,1~12권,미상,로맨스/로판,48
10만분의 1,1~4권,미상,로맨스/로판,48
비터 스위트 롤리팝,1~7권,미상,로맨스/로판,48
시모키타 글로리 데이즈,1~12권,미상,로맨스/로판,48
스위치,1~13권,미상,로맨스/로판,48
소년메이드,1~10권,미상,로맨스/로판,48
사도,1~25권,미상,로맨스/로판,48
사도 외전,보유,미상,로맨스/로판,48
밧사로드,1~7권,미상,로맨스/로판,48
아름다운 그대에게,1~23권,미상,로맨스/로판,48
그래도 사랑해,1~2권,미상,로맨스/로판,48
포로놀이,1~6권,미상,로맨스/로판,48
니들리스,1~13권,미상,스릴러/추리/호러,49
니들리스 제로,1~2권,미상,스릴러/추리/호러,49
몬스터 헌터 오라쥬,1~4권,우라사와 나오키,스릴러/추리/호러,49
청루 오페라,1~12권,미상,스릴러/추리/호러,49
러블리 어글리,1~10권,미상,스릴러/추리/호러,49
타카네와 하나,1~18권,미상,스릴러/추리/호러,49
우리집 가정부,1~3권,미상,스릴러/추리/호러,49
나는 키스로 거짓말을 한다,1~2권,미상,스릴러/추리/호러,49
브랜드 피스,1~2권,미상,스릴러/추리/호러,49
환상향인,1~2권,미상,스릴러/추리/호러,49
유카리즘,1~4권,미상,스릴러/추리/호러,49
NG 라이프,1~9권,미상,스릴러/추리/호러,49
개와 산다는 것,1~2권,미상,스릴러/추리/호러,49
꽂꽂이 Girl,1~3권,미상,스릴러/추리/호러,49
꽃이 지더라도,1~7권,미상,스릴러/추리/호러,49
S 남친 최고,1~7권,미상,스릴러/추리/호러,49
못난이에게 꽃다발을,1~12권,미상,스릴러/추리/호러,49
늑대 소녀와 흑왕자,1~16권,하타 아유코,로맨스/로판,49
좋아하는 애가 안경을 깜박했다,1~9권,미상,스릴러/추리/호러,49
나나,1~21권,미상,스릴러/추리/호러,49
파라다이스 키스,1~5권,미상,스릴러/추리/호러,49
치하야후루,1~50권,유키 스에츠구,스릴러/추리/호러,49
아가씨와 충견 군,1~9권,미상,스릴러/추리/호러,49
우타카타 다이얼로그,1~3권,미상,스릴러/추리/호러,49
제물공주와 짐승의 왕,1~15권,미상,스릴러/추리/호러,49
데드 프린세스,1~23권,미상,스릴러/추리/호러,49
private prince,1~5권,미상,스릴러/추리/호러,49
아바타르,1~8권,미상,스릴러/추리/호러,49
미녀를 누가 말려,1~7권,미상,스릴러/추리/호러,49
그녀 색의 그녀,1~3권,미상,스릴러/추리/호러,49
은하 영물 전설,1~8권,미상,스릴러/추리/호러,49
waltz,1~6권,미상,스릴러/추리/호러,49
사이렌,1~16권,미상,스릴러/추리/호러,49
프리스트 스쿨,1~11권,미상,스릴러/추리/호러,49
겟 뱃커스,1~39권,미상,스릴러/추리/호러,49
공태랑 나가신다!,1~16권,미상,스릴러/추리/호러,49
슈가슈가룬,1~8권,미상,스릴러/추리/호러,49
장미왕의 장례 행렬,1~17권,미상,스릴러/추리/호러,49
마계왕자,1~15권,미상,스릴러/추리/호러,49
유희왕,1~38권,미상,스릴러/추리/호러,49
빠직빠직,1~16권,미상,스릴러/추리/호러,49
트럼프,1~4권,미상,스릴러/추리/호러,49
에스 - 최후의 경관,1~9권,미상,스릴러/추리/호러,49
K2,1~46권,미상,스릴러/추리/호러,49
화려한 식탁,1~49권,미상,코믹스/그래픽노블,50
아베가 저를 노리고 있습니다,1~7권,미상,코믹스/그래픽노블,50
언밸런스 2,1~10권,미상,코믹스/그래픽노블,50
마스터 케톤,1~18권,미상,코믹스/그래픽노블,50
의룡,1~25권,미상,코믹스/그래픽노블,50
은아전설 오리온,1~5권,미상,코믹스/그래픽노블,50
을라우,1~5권,미상,코믹스/그래픽노블,50
크로스 블레이드,1~12권,미상,코믹스/그래픽노블,50
닌자의 왕,1~14권,미상,코믹스/그래픽노블,50
왕자님과 잿빛의 나날,1~4권,미상,코믹스/그래픽노블,50
복원가의 집,1~25권,김상엽,코믹스/그래픽노블,50
녹생의 왕,1~9권,미상,코믹스/그래픽노블,50
아이앰 어 히어로,1~22권,미상,코믹스/그래픽노블,50
제로에서 시작하는 마법의 서,1~6권,코바시리 카케루,판타지/무협,50
샤먼킹 플라워즈,1~6권,미상,코믹스/그래픽노블,50
이것은 사랑입니다,1~9권,미상,코믹스/그래픽노블,50
블랙 캣,1~20권,미상,코믹스/그래픽노블,50
마이언 전기,1~14권,미상,코믹스/그래픽노블,50
신세기 에반게리온,1~14권,미상,코믹스/그래픽노블,50
신세기 에반게리온 학원타천록,1~4권,미상,코믹스/그래픽노블,50
타나토스,1~8권,미상,코믹스/그래픽노블,50
재난은 날 너무 좋아해,1~5권,미상,코믹스/그래픽노블,50
형제,1~3권,미상,코믹스/그래픽노블,50
채운국 이야기,1~9권,미상,코믹스/그래픽노블,50
츄리닝,1~6권,미상,코믹스/그래픽노블,50
모던보이즈,보유,미상,코믹스/그래픽노블,50
바사라,1~16권,미상,코믹스/그래픽노블,50
술술술,1~4권,미상,코믹스/그래픽노블,50
플라이,보유,미상,코믹스/그래픽노블,50
오사카민박,보유,미상,코믹스/그래픽노블,50
유리가면,1~48권,미상,코믹스/그래픽노블,50
천사가 아니야 완전판,1~4권,미상,코믹스/그래픽노블,50
유리가면 애장판,1~14권,미상,코믹스/그래픽노블,50
꽃보다 남자 완전판,1~20권,미상,코믹스/그래픽노블,50
건달 군과 안경 양,1~23권,미상,코믹스/그래픽노블,50
한마 바키,1~37권,이타가키 케이스케,액션/모험,50
소녀 왕국 표류기,1~38권,미상,코믹스/그래픽노블,50
레인보우 2사 6방의 7인,1~22권,미상,코믹스/그래픽노블,50
티르전기,1~11권,미상,코믹스/그래픽노블,50
파검기,1~37권,미상,코믹스/그래픽노블,50
홍하후궁 이야기,1~10권,미상,코믹스/그래픽노블,50
호사카 선생님의 사랑의 매,1~3권,미상,코믹스/그래픽노블,50
스즈미야 하루히의 우울,1~20권,미상,일상/개그,51
스즈미야 하루히 짱의 우울,1~6권,미상,일상/개그,51
클로버,1~43권,토리코 치야,로맨스/로판,51
악역 영애는 서민에게 시집 가고 싶어,1~3권,미상,일상/개그,51
악역 영애는 이웃나라 왕태자의 사랑을 듬뿍 받는다,1~7권,미상,일상/개그,51
악역 영애이기 때문에 최종 보스를 길러 보았습니다,1~3권,미상,일상/개그,51
귀신 별곡,1~9권,미상,일상/개그,51
모노크롬 팩터,1~11권,미상,일상/개그,51
꿈꾸는 태양,1~10권,미상,일상/개그,51
모모,1~9권,미상,일상/개그,51
뱀파이어 남자 기숙사,1~7권,미상,일상/개그,51
꼬리의 목소리,1~7권,미상,일상/개그,51
별과 부스러기,1~4권,미상,일상/개그,51
레인,1~7권,미상,일상/개그,51
원시인 남친,1~3권,미상,일상/개그,51
아포칼립스의 요새,1~10권,미상,일상/개그,51
폭두고딩 타나카,1~10권,미상,일상/개그,51
폭두백수 타나카,1~10권,미상,일상/개그,51
폭두직딩 타나카,1~10권,미상,일상/개그,51
쿠레나이,1~10권,미상,일상/개그,51
눈의 나라에서,1~4권,미상,일상/개그,51
귀여운 사람,1~7권,미상,일상/개그,51
슈퍼 러버즈,1~16권,미상,일상/개그,51
유비님은 조용히 살고싶어,1~5권,미상,일상/개그,51
몬트리 히트,1~5권,미상,일상/개그,51
나는 친구가 적다 +,1~2권,미상,일상/개그,51
사랑은 요괴와,1~3권,미상,일상/개그,51
렌탈 마법사,1~5권,미상,일상/개그,51
우리 집사가 말하기를,1~10권,미상,일상/개그,51
키라라의 일,1~23권,미상,일상/개그,51
환상인행괴담,1~5권,미상,일상/개그,51
에어기어,1~31권,미상,일상/개그,51
위치 헌터,1~25권,미상,일상/개그,51
쿵후보이 친미 외전,1~4권,미상,일상/개그,51
쿠노이치 츠바키의 속마음,1~9권,이타가키 케이스케,액션/모험,51
멜티 블러드 엑스,1~2권,미상,일상/개그,51
에덴의 우리,1~21권,미상,일상/개그,51
카운트 다운 7days,1~4권,미상,일상/개그,51
위험한 순애 DNA,1~3권,미상,일상/개그,51
왕자와 마녀와 공주와,1~12권,미상,일상/개그,51
데우스 엑스 마키나,1~4권,미상,일상/개그,51
S.L.H,1~5권,미상,일상/개그,51
쿵후 보이 친미,1~28권,미상,일상/개그,51
신 쿵후 보이 친미,1~20권,미상,일상/개그,51
비르투스,1~5권,미상,일상/개그,51
한다 군,1~7권,요시노 사츠키,일상/개그,51
공작의 교실,1~3권,미상,일상/개그,51
닥터 코토 진료소,1~25권,미상,일상/개그,51
코스프레 애니멀,1~14권,미상,일상/개그,51
폭두방랑 타나카,1~10권,미상,일상/개그,51
비블양재점,1~4권,미상,일상/개그,51
기간트,1~10권,미상,일상/개그,51
히메가미,1~5권,미상,일상/개그,51
에이스 퀸,1~12권,미상,일상/개그,51
하늘의 유실물,1~20권,미상,일상/개그,51
효나카노 레이지에게 하렘을!!,1~5권,미상,일상/개그,51
키스해주지 않으면 죽어버려,1~3권,미상,일상/개그,51
후타바 집안의 남매,1~4권,미상,일상/개그,51
유령왕,1~7권,미상,일상/개그,51
감옥학원,1~28권,미상,일상/개그,51
선생님 저는 신경쓰지 말고 가주세요,1~6권,미상,일상/개그,51
로우 히어로,1~5권,미상,일상/개그,51
라라라,1~10권,미상,일상/개그,51
내일의 요이치!,1~15권,미상,일상/개그,51
잿빛 무지카,1~5권,미상,일상/개그,51
마녀는 두 번 신음한다,1~6권,미상,일상/개그,51
종말의 하렘,1~7권,미상,일상/개그,51
여자친구 만들고파,1~10권,미상,일상/개그,51
투러브 트러블,1~18권,미상,일상/개그,51
땀과 비누,1~11권,미상,일상/개그,51
쇼트 송,1~2권,미상,일상/개그,51
츠바키 님은 화려하게 꽃피우다 못해,1~4권,이타가키 케이스케,액션/모험,51
학생회에도 구멍은 있다!,1~6권,미상,일상/개그,51
히토미는 낯가림쟁이,1~9권,미상,일상/개그,51
호리고교 러브 레인저,1~3권,미상,일상/개그,51
우자키 양은 놀고싶어!,1~11권,미상,일상/개그,51
템플,1~10권,미상,일상/개그,51
미숙한 두 사람이 오나,1~3권,미상,일상/개그,51
대리화가,1~3권,미상,일상/개그,51
도산코 갸루는 참말로 귀여워,1~9권,미상,일상/개그,51
번뇌 서유기,1~6권,미상,일상/개그,51
마제,1~55권,미상,로맨스/로판,52
엘리트 건달,1~51권,미상,로맨스/로판,52
이누 X 보쿠 SS,1~11권,미상,로맨스/로판,52
터프,1~39권,미상,로맨스/로판,52
야뇌 백동수,1~9권,미상,로맨스/로판,52
권신,1~21권,미상,로맨스/로판,52
사무라이 8,1~5권,미상,로맨스/로판,52
뼈가 썩을 때까지,1~7권,미상,로맨스/로판,52
닥터 노구찌,1~9권,미상,로맨스/로판,52
라센바나,1~3권,미상,로맨스/로판,52
상처투성이 진세이,1~15권,미상,로맨스/로판,52
변녀,1~4권,미상,로맨스/로판,52
새장 학급,1~7권,미상,로맨스/로판,52
신 삼국지 로드,1~13권,미상,로맨스/로판,52
창천항로,1~28권,미상,로맨스/로판,52
우주형제,1~43권,츄야 코야마,드라마/스포츠/SF,53
블러디 먼데이,1~11권,미상,드라마/스포츠/SF,53
블러디 먼데이 시즌 2,1~8권,미상,드라마/스포츠/SF,53
블러디 먼데이 라스트 시즌,1~4권,미상,드라마/스포츠/SF,53
70억개의 침,1~4권,미상,드라마/스포츠/SF,53
나우,1~25권,미상,드라마/스포츠/SF,53
히데요시로소이다!!,1~6권,미상,드라마/스포츠/SF,53
신장판 생존,1~2권,미상,드라마/스포츠/SF,53
금가번장,1~7권,미상,드라마/스포츠/SF,53
외도의 노래,1~15권,미상,드라마/스포츠/SF,53
선악의 쓰레기,1~5권,미상,드라마/스포츠/SF,53
와일드 어댑터,1~6권,미상,드라마/스포츠/SF,53
신암행어사,1~17권,미상,드라마/스포츠/SF,53
언성 신데렐라,1~11권,마마레 아라이,드라마/스포츠/SF,53
최상의 명의,1~19권,미상,드라마/스포츠/SF,53
바람의 검심,1~7권,노부히로 와츠키,액션/모험,53
백터볼,1~5권,미상,드라마/스포츠/SF,53
가마란,1~22권,미상,드라마/스포츠/SF,53
아다마스,1~11권,미상,드라마/스포츠/SF,53
불꽃의 인페르노,1~6권,미상,드라마/스포츠/SF,53
빛나는 날개,1~10권,미상,드라마/스포츠/SF,53
사무라이 디퍼 쿄우,1~38권,미상,드라마/스포츠/SF,53
아일랜드,1~17권,미상,드라마/스포츠/SF,53
아일랜드 - 무법도,1~6권,모리 코우지,스릴러/추리/호러,53
용랑전,1~37권,미상,드라마/스포츠/SF,53
용랑전 중원요란편,1~17권,미상,드라마/스포츠/SF,53
크로우즈 외전,1~2권,미상,드라마/스포츠/SF,53
주먹에 산다,1~24권,미상,드라마/스포츠/SF,53
야규인법첩11,보유,미상,드라마/스포츠/SF,53
마왕,1~10권,미상,드라마/스포츠/SF,53
GTO 파라다이스 로스트,1~18권,후지사와 토오루,일상/개그,53
GTO,1~9권,후지사와 토오루,일상/개그,53
GTO 애장판,1~14권,미상,드라마/스포츠/SF,53
테라포마스,1~22권,미상,드라마/스포츠/SF,53
레이더스,1~9권,미상,드라마/스포츠/SF,53
브레이브,1~8권,미상,드라마/스포츠/SF,53
서울협객전,1~28권,미상,드라마/스포츠/SF,54
무적도,1~7권,미상,드라마/스포츠/SF,54
핫도그,1~33권,미상,드라마/스포츠/SF,54
사무라이 솔저,1~27권,미상,드라마/스포츠/SF,54
공수도 소공자 코히나타 미노루,1~50권,미상,드라마/스포츠/SF,54
디그레이맨,1~29권,호시노 카츠라,판타지/무협,54
사채꾼 우시지마,1~46권,미상,드라마/스포츠/SF,54
오메가 트라이브,1~14권,미상,드라마/스포츠/SF,54
아르테,1~18권,오쿠보 케이,드라마/스포츠/SF,54
헬싱,1~10권,미상,드라마/스포츠/SF,54
천추,1~15권,미상,드라마/스포츠/SF,54
지상 최강의 제자 켄이치,1~61권,미상,드라마/스포츠/SF,54
배가본드,1~37권,미상,드라마/스포츠/SF,54
총몽 GUNNM,1~5권,미상,드라마/스포츠/SF,54
총몽 Last Order,1~10권,미상,드라마/스포츠/SF,54
총몽 외전,보유,미상,드라마/스포츠/SF,54
뱀파이어 십자계,1~9권,미상,드라마/스포츠/SF,54
사원 시마4,보유,미상,드라마/스포츠/SF,54
사원 시마 주임편,1~4권,미상,드라마/스포츠/SF,54
시마계장,1~4권,미상,드라마/스포츠/SF,54
시마과장,1~17권,미상,드라마/스포츠/SF,54
시마부장,1~13권,미상,드라마/스포츠/SF,54
시마이사,1~8권,미상,드라마/스포츠/SF,54
시마상무,1~6권,미상,드라마/스포츠/SF,54
시마전무,1~5권,미상,드라마/스포츠/SF,54
시마사장,1~16권,미상,드라마/스포츠/SF,54
갱스터,1~8권,미상,드라마/스포츠/SF,54
시마회장,1~13권,미상,드라마/스포츠/SF,54
이키가미,1~10권,미상,드라마/스포츠/SF,54
다이아몬드 에이스,1~47권,유지 테라지마,드라마/스포츠/SF,55
다이아몬드 에이스 2,1~34권,미상,드라마/스포츠/SF,55
겁쟁이 페달,1~85권,와타나베 와타루,드라마/스포츠/SF,55
에어리어의 기사,1~57권,미상,드라마/스포츠/SF,55
이나중 탁구부,1~10권,미상,드라마/스포츠/SF,55
플라이 하이,1~34권,미상,드라마/스포츠/SF,55
플라이 하이 외전,보유,미상,드라마/스포츠/SF,55
하늘의 플라타너스,1~28권,미상,드라마/스포츠/SF,55
엔젤 보이스,1~39권,미상,드라마/스포츠/SF,55
이니셜 D,1~48권,미상,드라마/스포츠/SF,55
리얼,1~15권,미상,드라마/스포츠/SF,55
공포의 외인구단,1~15권,미상,드라마/스포츠/SF,55
테니스의 왕자,1~44권,코노미 타케시,드라마/스포츠/SF,55
신 테니스의 왕자,1~42권,코노미 타케시,드라마/스포츠/SF,55
다이 보이스 액트 3,1~8권,미상,드라마/스포츠/SF,55
환타지스타,1~25권,미상,드라마/스포츠/SF,55
하늘을 보라,1~8권,미상,드라마/스포츠/SF,55
오버 드라이브,1~17권,미상,드라마/스포츠/SF,55
베이비 스텝,1~47권,미상,드라마/스포츠/SF,56
H2,1~34권,아다치 미쯔루,드라마/스포츠/SF,56
H2 애장판,1~17권,아다치 미츠루,드라마/스포츠/SF,56
카페타,1~32권,소다 마사히토,드라마/스포츠/SF,56
크로스 게임,1~17권,아다치 미츠루,드라마/스포츠/SF,56
소라의 날개,1~50권,미상,드라마/스포츠/SF,56
소라의 날개 the day,보유,미상,드라마/스포츠/SF,56
메달리스트,1~14권,츠루마 이카다,드라마/스포츠/SF,56
아이실드,1~36권,미상,드라마/스포츠/SF,56
바라카몬,1~19권,요시노 사츠키,드라마/스포츠/SF,56
드래곤 볼,1~19권,미상,드라마/스포츠/SF,56
